,features,labels
316,[0. 0. 0. ... 0. 0. 0.],Acne
317,[0.23272295 0.12573257 0.05954599 ... 0.24227097 0.14178009 0.18277908],Acne
318,[0.27024554 0.14952405 0.04960867 ... 0.11704425 0.18360083 0.14475969],Acne
319,[0. 0. 0. ... 0. 0. 0.],Acne
320,[0.20828009 0.18716971 0.12635155 ... 0.0884057  0.07961461 0.30955006],Acne
321,[0. 0. 0. ... 0. 0. 0.],Acne
322,[0.11026843 0.01881276 0.13097905 ... 0.         0.         0.        ],Acne
323,[0.24515668 0.17678689 0.08280591 ... 0.13773343 0.22023483 0.15290514],Acne
324,[0.09672808 0.         0.         ... 0.14745024 0.18803896 0.24212515],Acne
325,[0.2347705  0.05335947 0.05146252 ... 0.13782575 0.03472991 0.07367326],Acne
326,[0.24835639 0.16183669 0.18735637 ... 0.19580817 0.11262562 0.11038525],Acne
327,[0.24613282 0.06805029 0.10850255 ... 0.11898211 0.17080926 0.11218286],Acne
328,[0.2253079  0.23081303 0.23081303 ... 0.19226317 0.2684482  0.21944667],Acne
329,[0.1960494  0.07505919 0.0917003  ... 0.06597606 0.11708988 0.15741365],Acne
330,[0. 0. 0. ... 0. 0. 0.],Acne
331,[0.26954402 0.19030754 0.1859202  ... 0.07615894 0.05723414 0.01830718],Acne
332,[0.02437484 0.         0.00861781 ... 0.00203189 0.00160635 0.        ],Acne
333,[0.23077676 0.02734367 0.04103044 ... 0.22206139 0.19603406 0.18184447],Acne
334,[0.24098922 0.23025497 0.10771904 ... 0.0575047  0.04487618 0.1365362 ],Acne
335,[0.23524107 0.0452587  0.04109914 ... 0.16865699 0.14888082 0.08612686],Acne
336,[0.2645071  0.14097129 0.10469202 ... 0.17871238 0.10899816 0.1221012 ],Acne
337,[0.1203346  0.0889323  0.10923364 ... 0.08822528 0.1761282  0.10240942],Acne
338,[0.11506151 0.05639799 0.06829737 ... 0.08366391 0.18287603 0.2563497 ],Acne
339,[0.2961089  0.12408273 0.02412592 ... 0.22575712 0.17281736 0.12208289],Acne
340,[0.18259181 0.05942964 0.04770081 ... 0.09877392 0.14296413 0.10189634],Acne
341,[0.2260029  0.2260029  0.20593745 ... 0.12208774 0.07481872 0.11259219],Acne
342,[0.25081209 0.11653398 0.05862774 ... 0.24034469 0.23029498 0.07416987],Acne
343,[0.23526877 0.13268464 0.14068675 ... 0.10859216 0.02697251 0.00999444],Acne
344,[0.33668401 0.21993543 0.09438598 ... 0.         0.         0.        ],Acne
345,[0.32071631 0.13772776 0.1601005  ... 0.01035876 0.         0.02251659],Acne
346,[0.25155279 0.16392174 0.25155279 ... 0.12267468 0.11422864 0.16157064],Acne
347,[0.27952481 0.20711655 0.07275708 ... 0.03132903 0.06571925 0.16832908],Acne
348,[0.25502463 0.09630512 0.06452796 ... 0.06981999 0.23470948 0.25371761],Acne
349,[0.23966011 0.04794811 0.06228975 ... 0.19196095 0.0291334  0.1404383 ],Acne
350,[0.23905064 0.1796021  0.09078911 ... 0.12820034 0.21256152 0.06296309],Acne
351,[0.25837224 0.25837224 0.17829022 ... 0.04547111 0.11610014 0.10944585],Acne
352,[0.22472313 0.16805487 0.12724187 ... 0.06974989 0.08320465 0.07176359],Acne
353,[0.09739984 0.15865969 0.13914373 ... 0.10870394 0.24015713 0.17535651],Acne
354,[0.2427462  0.2427462  0.15643492 ... 0.07089822 0.07609995 0.26661731],Acne
355,[0.2214546  0.08820075 0.21072077 ... 0.07780252 0.09730563 0.04894568],Acne
356,[0.32600018 0.08068901 0.05174548 ... 0.06645393 0.03179257 0.        ],Acne
357,[0.2295293  0.14798172 0.2295293  ... 0.06551218 0.         0.        ],Acne
358,[0.         0.         0.         ... 0.1517204  0.19267408 0.15722991],Acne
359,[0.3710541  0.04787574 0.07569819 ... 0.22757377 0.22757377 0.07534405],Acne
360,[0.29242204 0.21747448 0.0953975  ... 0.16547354 0.03270458 0.        ],Acne
361,[0.25373929 0.07964094 0.11999261 ... 0.10437782 0.04125896 0.        ],Acne
362,[0.26351596 0.09870929 0.1159755  ... 0.25553348 0.25553348 0.13104748],Acne
363,[0.10321081 0.0404204  0.11528081 ... 0.1273085  0.20129243 0.        ],Acne
364,[0.13948972 0.09182697 0.17228162 ... 0.21838796 0.21838796 0.08865145],Acne
365,[0.23610177 0.10023465 0.21876225 ... 0.03867333 0.03765804 0.2161288 ],Acne
366,[0.01280181 0.         0.         ... 0.         0.         0.        ],Acne
367,[0.2943936  0.1911246  0.09481349 ... 0.03374436 0.03478289 0.08118623],Acne
368,[0.23285642 0.1723985  0.20832908 ... 0.11200649 0.08592093 0.08693499],Acne
369,[0.25246859 0.17667133 0.15881074 ... 0.20079894 0.22840143 0.22840143],Acne
370,[0.24159895 0.1392323  0.0755574  ... 0.09135563 0.         0.        ],Acne
371,[0.25105339 0.14714856 0.11385415 ... 0.04053975 0.05734884 0.03785501],Acne
372,[0.2932803  0.085618   0.00952324 ... 0.19931952 0.2451055  0.18358021],Acne
373,[0.27613382 0.27613382 0.13733189 ... 0.04469234 0.12121486 0.12550216],Acne
374,[0.2372635  0.03051694 0.06926879 ... 0.06309011 0.23146054 0.13050857],Acne
375,[0.27483438 0.17446207 0.06413801 ... 0.08698484 0.12664176 0.21319878],Acne
376,[0.2331628  0.09770985 0.13321461 ... 0.021513   0.00377945 0.00696896],Acne
377,[0.22055777 0.22055777 0.22055777 ... 0.1452953  0.07463098 0.08733613],Acne
378,[0.22848535 0.11905799 0.10567636 ... 0.07002729 0.075277   0.19557398],Acne
379,[0.22697905 0.14721111 0.22697905 ... 0.0664063  0.07908098 0.26762792],Acne
380,[0.27309487 0.27309487 0.27309487 ... 0.06342464 0.15778042 0.16941745],Acne
381,[0.2910561  0.26631735 0.14421254 ... 0.06083666 0.0621686  0.03023544],Acne
382,[0.22556752 0.09237684 0.09491325 ... 0.20478057 0.13952583 0.22384722],Acne
383,[0.23348583 0.02666291 0.10117863 ... 0.13804993 0.08787554 0.20338203],Acne
384,[0.23437136 0.10746836 0.21099228 ... 0.16751754 0.2542594  0.18271284],Acne
385,[0.25725241 0.0601854  0.0419432  ... 0.15162781 0.10404936 0.23930449],Acne
386,[0.20543596 0.0608696  0.05832944 ... 0.08997337 0.06274371 0.05721961],Acne
387,[0.27764171 0.17024519 0.13919533 ... 0.21247653 0.22129057 0.15643797],Acne
388,[0.26905555 0.13182437 0.05763751 ... 0.05869087 0.05801156 0.22157516],Acne
389,[0.         0.         0.         ... 0.24200225 0.24200225 0.24200225],Acne
390,[0.23358579 0.06424006 0.06122557 ... 0.21896949 0.20137516 0.07329331],Acne
391,[0.1800088  0.09437274 0.03945836 ... 0.13827337 0.08959166 0.21963777],Acne
392,[0.24352119 0.24352119 0.0915691  ... 0.08669127 0.17193428 0.14889103],Acne
393,[0.25880996 0.25880996 0.2437394  ... 0.09054684 0.07034787 0.08656085],Acne
394,[0.19708135 0.13427313 0.13433578 ... 0.06048698 0.04782824 0.12862699],Acne
395,[0.2831442  0.06731599 0.04615156 ... 0.1556044  0.01185837 0.        ],Acne
396,[0.28176166 0.0926592  0.05985673 ... 0.07739826 0.08948587 0.07529017],Acne
397,[0.27883998 0.1924887  0.1201994  ... 0.20893428 0.05239124 0.14918974],Acne
398,[0.31657973 0.         0.0497457  ... 0.24413099 0.24413099 0.0726943 ],Acne
399,[0.24275382 0.03281125 0.09007326 ... 0.1742944  0.25202756 0.25202756],Carcinoma
400,[0.24051691 0.17197782 0.11638274 ... 0.05304095 0.15347821 0.19115965],Carcinoma
401,[0.25046305 0.02005677 0.01755736 ... 0.23569041 0.24069898 0.24069898],Carcinoma
402,[0.24098352 0.04340434 0.0732035  ... 0.18292346 0.22008317 0.0435519 ],Carcinoma
403,[0.19323022 0.04420267 0.06543294 ... 0.05959753 0.02945097 0.13187577],Carcinoma
404,[0.         0.         0.         ... 0.09522889 0.1036916  0.06366342],Carcinoma
405,[0.29571826 0.         0.10843581 ... 0.13828281 0.08342616 0.09853043],Carcinoma
406,[0.30092976 0.30092976 0.30092976 ... 0.03523241 0.00795819 0.01467418],Carcinoma
407,[0.12158596 0.02383703 0.03545158 ... 0.21145709 0.11183071 0.04209951],Carcinoma
408,[0.23828081 0.1649263  0.19796392 ... 0.08187069 0.14424571 0.05274478],Carcinoma
409,[0.13422056 0.09515471 0.0348527  ... 0.12716006 0.14337732 0.06441143],Carcinoma
410,[0.24851588 0.05394299 0.13690685 ... 0.1115411  0.07276708 0.23909492],Carcinoma
411,[0.27902689 0.12512052 0.08536303 ... 0.08344032 0.15014765 0.050937  ],Carcinoma
412,[0.21848808 0.22816731 0.15560355 ... 0.06752519 0.         0.        ],Carcinoma
413,[0.24391049 0.13558573 0.11395563 ... 0.08828093 0.22432281 0.13470907],Carcinoma
414,[0.27355188 0.19038014 0.10369139 ... 0.0675832  0.06667208 0.31254542],Carcinoma
415,[0.22729511 0.17360502 0.22069166 ... 0.09241168 0.16583302 0.24722778],Carcinoma
416,[0.24279469 0.20266097 0.14278028 ... 0.094584   0.06355066 0.02609477],Carcinoma
417,[0.21172001 0.14587093 0.10006376 ... 0.21549118 0.03771585 0.05226716],Carcinoma
418,[0.09604092 0.05727335 0.0850658  ... 0.20167337 0.15999505 0.24087571],Carcinoma
419,[0.25456483 0.16060366 0.15661185 ... 0.08915768 0.23725852 0.18368119],Carcinoma
420,[0.22991551 0.07933247 0.16229744 ... 0.11737162 0.13073593 0.17656018],Carcinoma
421,[0.27762101 0.07617183 0.11058812 ... 0.23229698 0.23229698 0.09457228],Carcinoma
422,[0.24260381 0.24260381 0.11022672 ... 0.05838327 0.0615341  0.07333505],Carcinoma
423,[0.22130252 0.01887552 0.03833611 ... 0.2417874  0.2417874  0.09413566],Carcinoma
424,[0.2371954  0.18025426 0.07940122 ... 0.05788078 0.25473691 0.2376467 ],Carcinoma
425,[0.23006556 0.08392718 0.16368528 ... 0.09232365 0.09992721 0.10049302],Carcinoma
426,[0.23338828 0.12082719 0.040279   ... 0.0399922  0.06991069 0.09970899],Carcinoma
427,[0.18544461 0.12470035 0.12559969 ... 0.16379596 0.1443191  0.08138516],Carcinoma
428,[0.18329899 0.10981453 0.18560744 ... 0.22414124 0.24731558 0.02860359],Carcinoma
429,[0.23506015 0.10626909 0.14090004 ... 0.10870834 0.07711716 0.15695305],Carcinoma
430,[0.23561228 0.14734932 0.06617034 ... 0.05000815 0.03147614 0.31324862],Carcinoma
431,[0.22779202 0.10164329 0.05631963 ... 0.23358256 0.15797322 0.23358256],Carcinoma
432,[0.0728019  0.02067082 0.243334   ... 0.22544131 0.15666191 0.07740291],Carcinoma
433,[0.23789423 0.22531805 0.1489555  ... 0.04883282 0.23665791 0.11907215],Carcinoma
434,[0.24085961 0.26712242 0.13732321 ... 0.07288404 0.06266183 0.11857953],Carcinoma
435,[0.10199786 0.02269071 0.11012552 ... 0.10078832 0.19738793 0.17628181],Carcinoma
436,[0.23221286 0.05770637 0.06356923 ... 0.24183997 0.24183997 0.16164233],Carcinoma
437,[0.12856854 0.17744196 0.24196639 ... 0.         0.03178844 0.00822662],Carcinoma
438,[0.24968913 0.24968913 0.11294147 ... 0.02749438 0.10208893 0.08585407],Carcinoma
439,[0.22567251 0.21555896 0.22567251 ... 0.11553351 0.14003061 0.07566499],Carcinoma
440,[0.24675881 0.19776534 0.14764908 ... 0.11350825 0.23322788 0.23322788],Carcinoma
441,[0.22483931 0.12190248 0.17629018 ... 0.03324836 0.13007595 0.21194689],Carcinoma
442,[0.21514228 0.05967905 0.00945094 ... 0.03210459 0.1206438  0.14766498],Carcinoma
443,[0.24421212 0.10887288 0.14256571 ... 0.05918989 0.12787709 0.15951165],Carcinoma
444,[0.23339873 0.18935521 0.09370964 ... 0.06306568 0.05201861 0.10152726],Carcinoma
445,[0.20799085 0.16934536 0.08103685 ... 0.17576889 0.2240864  0.07962434],Carcinoma
446,[0.24268272 0.21340151 0.09205387 ... 0.23464194 0.05590424 0.14023525],Carcinoma
447,[0.23839914 0.220304   0.09196569 ... 0.03402574 0.04182875 0.11221712],Carcinoma
448,[0.22367343 0.15557701 0.12044991 ... 0.04017155 0.14484169 0.1314351 ],Carcinoma
449,[0.27521186 0.19971753 0.27521186 ... 0.11157149 0.04608626 0.        ],Carcinoma
450,[0.23175878 0.20008236 0.19982599 ... 0.06078533 0.10846845 0.09488078],Carcinoma
451,[0.26524746 0.08424989 0.0538101  ... 0.12305559 0.02611661 0.09668327],Carcinoma
452,[0.21247418 0.09927331 0.09222178 ... 0.13523934 0.07183168 0.13836135],Carcinoma
453,[0.24224887 0.10926417 0.03426696 ... 0.21830082 0.19374561 0.1293848 ],Carcinoma
454,[0.23567038 0.12007498 0.23567038 ... 0.11638994 0.24479825 0.24479825],Carcinoma
455,[0.06429868 0.00559649 0.0286345  ... 0.16462928 0.22851204 0.08716022],Carcinoma
456,[0.12166165 0.10558924 0.10060881 ... 0.08495554 0.1094819  0.12471641],Carcinoma
457,[0.18219899 0.04701394 0.09642775 ... 0.0899235  0.02813983 0.01563605],Carcinoma
458,[0.20962891 0.03919378 0.04863868 ... 0.02056796 0.11293383 0.28512105],Carcinoma
459,[0.09177109 0.02821536 0.05924032 ... 0.05797637 0.07558487 0.07912244],Carcinoma
460,[0.24904192 0.15812619 0.24310383 ... 0.09518559 0.10815325 0.15043811],Carcinoma
461,[0.19999154 0.15580024 0.10187992 ... 0.13436709 0.12247153 0.08348504],Carcinoma
462,[0.22386741 0.1078967  0.03405803 ... 0.19629176 0.18393896 0.17782286],Carcinoma
463,[0.21820036 0.13918517 0.17279158 ... 0.17926819 0.11275983 0.07524756],Carcinoma
464,[0.21878386 0.08653002 0.03403458 ... 0.09058446 0.12931516 0.24242901],Carcinoma
465,[0.40483982 0.1219285  0.01857448 ... 0.19956694 0.20655155 0.08678111],Carcinoma
466,[0.155947   0.01623822 0.0376565  ... 0.13046955 0.03509966 0.05568335],Carcinoma
467,[0. 0. 0. ... 0. 0. 0.],Carcinoma
468,[0.08972709 0.00995161 0.07965523 ... 0.1452419  0.15522092 0.1219273 ],Carcinoma
469,[0.2243269  0.14072491 0.12923344 ... 0.00850597 0.01413484 0.04082965],Carcinoma
470,[0. 0. 0. ... 0. 0. 0.],Carcinoma
471,[0.24739184 0.06395793 0.03255947 ... 0.1414544  0.13028579 0.20973117],Carcinoma
472,[0.12187942 0.07993777 0.05900708 ... 0.07177727 0.14512435 0.0805656 ],Carcinoma
473,[0. 0. 0. ... 0. 0. 0.],Carcinoma
474,[0.21480653 0.2365985  0.15187259 ... 0.16106176 0.14694375 0.07023733],Carcinoma
475,[0. 0. 0. ... 0. 0. 0.],Carcinoma
476,[0. 0. 0. ... 0. 0. 0.],Carcinoma
477,[0.23359075 0.14921686 0.11708196 ... 0.06215114 0.22768985 0.15703527],Carcinoma
478,[0.30098391 0.15448697 0.06196869 ... 0.11044071 0.12875306 0.06663768],Carcinoma
479,[0. 0. 0. ... 0. 0. 0.],Carcinoma
480,[0. 0. 0. ... 0. 0. 0.],Carcinoma
481,[0. 0. 0. ... 0. 0. 0.],Carcinoma
482,[0.14376089 0.05288915 0.04582964 ... 0.05548453 0.1682366  0.06944459],Carcinoma
483,[0. 0. 0. ... 0. 0. 0.],Carcinoma
484,[0.29206765 0.03177691 0.14616621 ... 0.0567284  0.1661155  0.2223485 ],Carcinoma
485,[0.21795266 0.09961869 0.11152405 ... 0.24822737 0.24822737 0.18143684],Carcinoma
486,[0. 0. 0. ... 0. 0. 0.],Carcinoma
487,[0.27095114 0.19195701 0.01792094 ... 0.07532334 0.12961981 0.03726661],Carcinoma
488,[0.22387676 0.02834989 0.14103746 ... 0.2501692  0.20983417 0.17977681],Carcinoma
489,[0.2625267  0.09563285 0.04632996 ... 0.13404788 0.16784317 0.07467629],Carcinoma
490,[0. 0. 0. ... 0. 0. 0.],Carcinoma
491,[0.19291171 0.20503957 0.1109561  ... 0.07928093 0.11698217 0.12705032],Carcinoma
492,[0.22704238 0.22704238 0.06438229 ... 0.06000545 0.04381364 0.05310037],Carcinoma
493,[0.00857078 0.01211124 0.01675738 ... 0.01638605 0.00989416 0.00378769],Carcinoma
494,[0.15847425 0.24377692 0.1332943  ... 0.1153745  0.22704828 0.20651228],Carcinoma
495,[0.19953545 0.07724733 0.04725455 ... 0.18775248 0.06608776 0.05486945],Carcinoma
496,[0.40538783 0.         0.         ... 0.16039759 0.14047104 0.01534885],Carcinoma
497,[0.09621753 0.06467192 0.16819199 ... 0.22296778 0.22296778 0.15542869],Carcinoma
498,[0.24879581 0.19726493 0.15432769 ... 0.05231293 0.16220472 0.26148352],Carcinoma
499,[0.11565842 0.15802277 0.0795514  ... 0.06827054 0.         0.        ],Carcinoma
500,[0. 0. 0. ... 0. 0. 0.],Carcinoma
501,[0.25246677 0.16216181 0.09343486 ... 0.         0.05176352 0.09826703],Carcinoma
502,[0.24011452 0.1065459  0.04181715 ... 0.05863794 0.08505105 0.07588374],Carcinoma
503,[0.16707881 0.25060316 0.25060316 ... 0.05570247 0.06676292 0.13399841],Carcinoma
504,[0.19185093 0.08112555 0.12041826 ... 0.13833424 0.1244705  0.19022565],Carcinoma
505,[0.17196951 0.17079709 0.11677253 ... 0.14125123 0.23866826 0.19771127],Carcinoma
506,[0.23121617 0.0282734  0.10191057 ... 0.23897878 0.17627367 0.1751102 ],Carcinoma
507,[0.22313258 0.23459063 0.19164328 ... 0.10560987 0.12455155 0.11871733],Carcinoma
508,[0.23805418 0.22182863 0.10310555 ... 0.13850035 0.14535495 0.13866716],Carcinoma
509,[0.18444059 0.05858898 0.08100931 ... 0.09759201 0.0299135  0.06833223],Carcinoma
510,[0.07518284 0.0103017  0.0807067  ... 0.07843413 0.15478495 0.17242628],Carcinoma
511,[0.40981297 0.16878131 0.18596173 ... 0.01926383 0.04752774 0.1741987 ],Carcinoma
512,[0.21304612 0.13814194 0.17299259 ... 0.02175627 0.0353387  0.00540539],Carcinoma
513,[0.24753823 0.10287949 0.17480176 ... 0.17655621 0.07742516 0.08213295],Carcinoma
514,[0.23730581 0.06728913 0.16493659 ... 0.15650461 0.17202187 0.09231917],Carcinoma
515,[0. 0. 0. ... 0. 0. 0.],Carcinoma
516,[0.24122234 0.24774154 0.1036554  ... 0.23936773 0.18090626 0.02658799],Carcinoma
517,[0.0839135  0.13775608 0.13340615 ... 0.08816621 0.1416283  0.15944998],Carcinoma
518,[0.22985377 0.11733954 0.22985377 ... 0.19716459 0.18060782 0.09054612],Carcinoma
519,[0.25973431 0.02750195 0.05774895 ... 0.         0.         0.        ],Carcinoma
520,[0.20343894 0.19429707 0.10322533 ... 0.12413238 0.20818765 0.17240822],Carcinoma
521,[0.24889348 0.04967786 0.16847981 ... 0.0920818  0.0902804  0.16888447],Carcinoma
522,[0.26397063 0.09901217 0.00487198 ... 0.04350515 0.19562267 0.2058579 ],Carcinoma
523,[0.36360874 0.07008905 0.072748   ... 0.10380894 0.14919399 0.4286734 ],Carcinoma
524,[0.         0.         0.         ... 0.39195828 0.         0.00820423],Carcinoma
525,[0.35838578 0.35838578 0.         ... 0.22008792 0.24224508 0.24224508],Carcinoma
526,[0.23657322 0.22380238 0.13954894 ... 0.19490651 0.22269587 0.11257359],Carcinoma
527,[0.21102116 0.21102116 0.13995115 ... 0.08720379 0.18859457 0.12135977],Carcinoma
528,[0.23256835 0.09183977 0.16167977 ... 0.1707063  0.08510532 0.04448476],Carcinoma
529,[0.17703726 0.17611008 0.10411213 ... 0.15870523 0.05141976 0.10197712],Carcinoma
530,[0.24504399 0.02598459 0.07783025 ... 0.1050646  0.21595543 0.06677055],Carcinoma
531,[0.00778108 0.         0.         ... 0.         0.         0.        ],Carcinoma
532,[0.         0.         0.         ... 0.         0.         0.05955263],Carcinoma
533,[0.1354816  0.06487905 0.0502554  ... 0.07592625 0.05543508 0.18786005],Carcinoma
534,[0.         0.         0.         ... 0.00194807 0.         0.        ],Carcinoma
535,[0.3583863  0.30502648 0.03203829 ... 0.         0.         0.13866002],Carcinoma
536,[0.23240446 0.08593428 0.10760713 ... 0.15604408 0.24231825 0.19581436],Carcinoma
537,[0.179848   0.16217635 0.25195536 ... 0.24987728 0.24987728 0.        ],Carcinoma
538,[0. 0. 0. ... 0. 0. 0.],Carcinoma
539,[0.27267457 0.10513254 0.17235194 ... 0.07675889 0.07954009 0.10534606],Carcinoma
540,[0.21113448 0.0889831  0.08044225 ... 0.10338615 0.15266782 0.10765393],Carcinoma
541,[0.2539481  0.2049622  0.2539481  ... 0.17577594 0.08800195 0.06101348],Carcinoma
542,[0.0240386  0.00977308 0.00618104 ... 0.2020917  0.22456698 0.12254961],Carcinoma
543,[0.21135045 0.07920926 0.06010168 ... 0.15027639 0.16524657 0.06201279],Carcinoma
544,[0.23407785 0.1171697  0.23407785 ... 0.07423706 0.0964275  0.1225832 ],Carcinoma
545,[0.29041854 0.29041854 0.29041854 ... 0.15965665 0.06227006 0.09962539],Carcinoma
546,[0. 0. 0. ... 0. 0. 0.],Carcinoma
547,[0. 0. 0. ... 0. 0. 0.],Carcinoma
548,[0. 0. 0. ... 0. 0. 0.],Carcinoma
549,[0. 0. 0. ... 0. 0. 0.],Carcinoma
550,[0.2641713  0.09315802 0.15229156 ... 0.1731017  0.13328431 0.22135345],Carcinoma
551,[0.20079727 0.09403704 0.19304832 ... 0.09463668 0.02344629 0.04193338],Carcinoma
552,[0.29515222 0.29515222 0.21769362 ... 0.17378705 0.09741926 0.22159234],Carcinoma
553,[0. 0. 0. ... 0. 0. 0.],Carcinoma
554,[0. 0. 0. ... 0. 0. 0.],Carcinoma
555,[0.2264809  0.21614191 0.07654875 ... 0.06174242 0.03019542 0.01938798],Carcinoma
556,[0.3434072  0.02987709 0.11337557 ... 0.22797024 0.22797024 0.19099214],Carcinoma
557,[0.22493112 0.2108872  0.10524395 ... 0.14671575 0.2531444  0.2531444 ],Carcinoma
558,[0.16778961 0.01563287 0.23321705 ... 0.04704918 0.0771463  0.02656726],Carcinoma
559,[0.24666101 0.24666101 0.21956396 ... 0.13793028 0.16558852 0.1513955 ],Carcinoma
560,[0. 0. 0. ... 0. 0. 0.],Carcinoma
561,[0.23267826 0.11040516 0.08153272 ... 0.07239531 0.06650291 0.06605881],Carcinoma
562,[0.35553198 0.12923738 0.16347378 ... 0.19143276 0.22460288 0.22460288],Carcinoma
563,[0.13007919 0.14644979 0.19303512 ... 0.03226869 0.01828208 0.02090635],Carcinoma
564,[0. 0. 0. ... 0. 0. 0.],Carcinoma
565,[0. 0. 0. ... 0. 0. 0.],Carcinoma
566,[0.21576349 0.08466188 0.1366646  ... 0.23228848 0.06353793 0.04631284],Carcinoma
567,[0.1100979  0.06445915 0.09116437 ... 0.09232186 0.06599549 0.04582045],Carcinoma
568,[0.24211028 0.19340397 0.08357282 ... 0.05858388 0.08193875 0.15972354],Carcinoma
569,[0.22131509 0.10876406 0.06710191 ... 0.22366966 0.22366966 0.22366966],Carcinoma
570,[0.2169774  0.2169774  0.14073118 ... 0.06403544 0.20371442 0.08972977],Carcinoma
